Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación;Nivel de Reporte;Reporta a;Unidad Superior;Fecha de Aprobación;% Dedicación
SGP Clientes;;SGP;SGP Clientes;1;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Conducir el diseño y ejecución de modelos comerciales multicanal que integren eficientemente la presencia física y digital del Banco, maximizando la cobertura y la experiencia cliente.;Modelo de relacionamiento y canales.;20;;;;;
SGP Clientes;;SGP;SGP Clientes;1;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Supervisar y optimizar el portafolio de productos activos, pasivos, de medios de pago y servicios asociados, garantizando su adecuación al mercado y su rentabilidad esperada. Coordinar el diseño y evolución de productos y servicios que respondan a necesidades reales de los clientes, integrando atributos de valor, simplicidad, digitalización y sostenibilidad.;Portafolio de soluciones centradas en el cliente.;20;;;;;
SGP Clientes;;SGP;SGP Clientes;1;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Establecer políticas y mecanismos para gestionar la relación integral con los clientes, maximizando su valor de vida útil mediante estrategias de fidelización, segmentación y personalización.;Relación, experiencia y ciclo de vida del cliente.;10;;;;;
SGP Clientes;;SGP;SGP Clientes;1;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Liderar el posicionamiento del Banco como marca cercana, confiable e inclusiva, diseñando campañas y comunicaciones que fortalezcan la relación con los diferentes públicos objetivo.;Estrategia de marketing y comunicación.;10;;;;;
SGP Clientes;;SGP;SGP Clientes;1;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Promover la toma de decisiones basada en datos, inteligencia comercial e indicadores clave de desempeño, con foco en la mejora continua de la performance de negocio.;Gestión basada en Datos y Performance.;10;;;;;
SGP Clientes;;SGP;SGP Clientes;1;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Impulsar la evolución del modelo de negocios, productos y servicios, mediante iniciativas de innovación, transformación digital y adecuación a tendencias del sistema financiero.;Innovación, Transformación y Competitividad.;10;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Porcentaje de cumplimiento de protocolos operativos por sucursal;;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Tiempo promedio de resolución de incidencias operativas;;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Número de sucursales operativas vs. planificadas;;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Tasa de adopción de herramientas operativas por sucursal;;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Satisfacción del personal de sucursales con los procesos;;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Porcentaje de cumplimiento de estándares de calidad operativa;;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Tiempo promedio de implementación de mejoras operativas;;;;;;;
Gestión Operativa De Sucursales;Canales;GD;SGP Negocio > Canales > Gestión Operativa de Sucursales;3;0;No;Táctico;Asegurar el funcionamiento eficiente de la red de sucursales, garantizando cumplimiento de protocolos, uso de herramientas, coordinación operativa y soporte a las necesidades de atención.;Indicador;Número de incidencias críticas resueltas por mes;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;Volumen total de transacciones internacionales procesadas;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;Número de convenios activos con bancos corresponsales;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;Tasa de éxito en la apertura de líneas de crédito internacionales;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;Tiempo promedio de procesamiento de operaciones de comercio exterior;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;Porcentaje de cumplimiento de regulaciones internacionales;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;Número de nuevos productos de comercio exterior lanzados;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;Satisfacción del cliente con servicios internacionales;;;;;;;
Banca Internacional;SGP Clientes;GD;SGP Negocio > Banca Internacional;2;0;No;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Indicador;ROI de las operaciones de banca internacional;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;Porcentaje de cumplimiento del plan comercial por unidad;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;Tiempo promedio de respuesta a desvíos detectados;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;Número de planes de acción correctiva implementados;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;Tasa de resolución de incidencias comerciales;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;Satisfacción de las unidades con la coordinación;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;Porcentaje de indicadores en rango objetivo;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;Tiempo promedio de implementación de ajustes tácticos;;;;;;;
Coordinación Del Negocio;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Coordinación del Negocio;3;0;No;Táctico;Coordinar la planificación y gestión operativa del negocio a partir del monitoreo de planes, indicadores y actividades comerciales de las unidades bajo la SG de Negocios.;Indicador;ROI de las acciones de mejora coordinadas;;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;Porcentaje de datos de personas validados y actualizados;;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;Tiempo promedio de procesamiento de datos de personas;;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;Número de fuentes de datos de personas integradas;;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;Tasa de calidad de datos de personas (completitud y precisión);;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;Satisfacción de usuarios con la calidad de datos de personas;;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;Porcentaje de cumplimiento de SLA de entrega de datos;;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;Tiempo promedio de resolución de incidencias de datos;;;;;;;
Data Personas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Personas;3;0;No;Táctico;Asegurar la calidad, disponibilidad y consistencia de los datos del segmento Personas, facilitando su aprovechamiento para la toma de decisiones comerciales, operativas y estratégicas.;Indicador;ROI de las mejoras en calidad de datos de personas;;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;Porcentaje de datos de empresas validados y actualizados;;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;Tiempo promedio de procesamiento de datos de empresas;;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;Número de fuentes de datos de empresas integradas;;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;Tasa de calidad de datos de empresas (completitud y precisión);;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;Satisfacción de usuarios con la calidad de datos de empresas;;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;Porcentaje de cumplimiento de SLA de entrega de datos empresariales;;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;Tiempo promedio de resolución de incidencias de datos empresariales;;;;;;;
Data Empresas;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Empresas;3;0;No;Táctico;Gestionar la arquitectura, calidad y explotación de los datos del segmento Empresas, garantizando su alineación con las necesidades de análisis, control y decisión del negocio.;Indicador;ROI de las mejoras en calidad de datos de empresas;;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;Porcentaje de datos de canales validados y actualizados;;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;Tiempo promedio de procesamiento de datos de canales;;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;Número de fuentes de datos de canales integradas;;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;Tasa de calidad de datos de canales (completitud y precisión);;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;Satisfacción de usuarios con la calidad de datos de canales;;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;Porcentaje de cumplimiento de SLA de entrega de datos de canales;;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;Tiempo promedio de resolución de incidencias de datos de canales;;;;;;;
Data Canales;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Canales;3;0;No;Táctico;Asegurar el registro, calidad y análisis de datos provenientes de los distintos canales del banco, promoviendo su uso para monitoreo de desempeño, planeamiento y mejora continua.;Indicador;ROI de las mejoras en calidad de datos de canales;;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;Porcentaje de datos de productos validados y actualizados;;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;Tiempo promedio de procesamiento de datos de productos;;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;Número de fuentes de datos de productos integradas;;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;Tasa de calidad de datos de productos (completitud y precisión);;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;Satisfacción de usuarios con la calidad de datos de productos;;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;Porcentaje de cumplimiento de SLA de entrega de datos de productos;;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;Tiempo promedio de resolución de incidencias de datos de productos;;;;;;;
Data Productos, Medios de Pago y Otros;Coordinación Del Negocio Y Datos;JPD;SGP Negocio > Coordinación del Negocio y Datos > Data Productos, Medios de Pago y Otros;3;0;No;Táctico;Diseñar, consolidar y mantener estructuras de datos confiables y alineadas a la operación y toma de decisiones sobre productos, medios de pago y áreas funcionales no segmentadas.;Indicador;ROI de las mejoras en calidad de datos de productos;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;NPS (Net Promoter Score) general del banco;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;Tasa de satisfacción del cliente por canal;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;Tiempo promedio de resolución de consultas por canal;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;Porcentaje de casos resueltos en primera interacción;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;Tasa de abandono en procesos de atención;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;Número de quejas y reclamos por mes;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;Tiempo promedio de respuesta a consultas;;;;;;;
Experiencia Del Cliente Y Modelo De Atención;Canales;GD;SGP Negocio > Canales > Experiencia del Cliente y Modelo de Atención;3;0;No;Estratégico;Diseñar e implementar el modelo de atención integral al cliente, fortaleciendo su experiencia y garantizando la consistencia y eficacia en todos los puntos de contacto.;Indicador;Porcentaje de cumplimiento de SLA de atención;;;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Indicador;Tasa de conversión de campañas comerciales por canal;;;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Indicador;Porcentaje de cumplimiento de objetivos comerciales;;;;;;;
Gestión Comercial;Canales;GD;SGP Negocio > Canales > Gestión Comercial;3;0;No;Táctico;Coordinar la ejecución comercial en los distintos canales, garantizando la consistencia, foco en los objetivos estratégicos y correcta implementación de campañas y acciones definidas.;Indicador;ROI de las acciones comerciales por campaña;;;;;;;
