Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación
Adquirienca;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4.0;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Específica;Monitorear indicadores de performance, retención y rentabilidad de los comercios activos.;Reporte de Performance de Adquirencia;33,3
Adquirienca;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4.0;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Específica;Coordinar campañas de captación, activación y fidelización de comercios, articulando con áreas de marketing y tecnología.;Acciones Comerciales y Campañas Ejecutadas;33,3
Adquirienca;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4.0;0;No;Táctico;Desarrollar, gestionar y expandir la red de comercios adheridos al ecosistema de adquirencia del banco, promoviendo su cobertura territorial y digital, mejorando la competitividad del servicio, y maximizando el valor generado para comercios y clientes finales, en articulación con la estrategia de medios de pago.;Genérica;Coordinar el alta de nuevos comercios, evaluar la performance comercial y la fidelización de la red. Identificar oportunidades de expansión territorial y digital.;Red de Comercios Activa y Segmentada;33,3
Customer Insights & Analytics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4.0;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Específica;Diseñar y ejecutar estudios de satisfacción y fidelización (NPS, CES, CSAT), analizando percepciones multicanal.;Estudios de Satisfacción y Fidelidad;50
Customer Insights & Analytics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4.0;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Genérica;Relevar patrones de comportamiento, construir modelos de segmentación y consolidar tableros analíticos de experiencia cliente (CX).;Dashboard de Insights y Propuestas de Valor;50
Customer Insights & Analitics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4.0;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Específica;Analizar feedback de clientes y usuarios en canales digitales y presenciales, identificando oportunidades de mejora.;Reporte de Oportunidades de Mejora CX;25
Customer Insights & Analitics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4.0;0;No;Analítico;Recolectar, procesar y analizar información sobre el comportamiento de los clientes y su experiencia, generando insights que orienten la estrategia comercial, las acciones de marketing, fidelización y diseño de propuesta de valor centrada en el cliente.;Específica;Construir perfiles de clientes a partir de hábitos de uso, necesidades y valor, para orientar decisiones comerciales.;Segmentación de Clientes y Perfiles de Valor;25
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Liderar la definición y evolución de propuestas de valor diferenciadas para los segmentos estratégicos del Banco, asegurando propuestas de valor diferenciadas, inclusivas, rentables y sostenibles.;Estrategia de Clientes y Segmentos (Segmentación y Propuesta de Valor).;20
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Conducir el diseño y ejecución de modelos comerciales multicanal que integren eficientemente la presencia física y digital del Banco, maximizando la cobertura y la experiencia cliente.;Modelo de relacionamiento y canales.;20
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Supervisar y optimizar el portafolio de productos activos, pasivos, de medios de pago y servicios asociados, garantizando su adecuación al mercado y su rentabilidad esperada. Coordinar el diseño y evolución de productos y servicios que respondan a necesidades reales de los clientes, integrando atributos de valor, simplicidad, digitalización y sostenibilidad.;Portafolio de soluciones centradas en el cliente.;20
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Establecer políticas y mecanismos para gestionar la relación integral con los clientes, maximizando su valor de vida útil mediante estrategias de fidelización, segmentación y personalización.;Relación, experiencia y ciclo de vida del cliente.;10
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Promover la toma de decisiones basada en datos, inteligencia comercial e indicadores clave de desempeño, con foco en la mejora continua de la performance de negocio.;Gestión basada en Datos y Performance.;10
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Impulsar la evolución del modelo de negocios, productos y servicios, mediante iniciativas de innovación, transformación digital y adecuación a tendencias del sistema financiero.;Innovación, Transformación y Competitividad.;10
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Específica;Liderar el posicionamiento del Banco como marca cercana, confiable e inclusiva, diseñando campañas y comunicaciones que fortalezcan la relación con los diferentes públicos objetivo.;Estrategia de marketing y comunicación.;10
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Genérica;1. 1. Definir y liderar la estrategia del negocio asegurando la alineación integral bajo una visión de Cliente en el centro de los equipos de Segmentos, Canales, Productos, Medios de Pago y Marketing.;Plan de Negocio;
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Genérica;2. Definir e institucionalizar lineamientos estratégicos para la gestión comercial, asegurando coherencia entre unidades descentralizadas.;Lineamientos Estratégicos Transversales;
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Genérica;5. Conducir instancias de gobernanza para toma de decisiones estratégicas integradas entre las áreas de negocio y de soporte.;Dirección y gobierno del Negocio;
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Genérica;6. Evaluar los recursos del área y capacity;definiendo expectativas de performance, gestionando el monitoreo del desarrollo y de la productividad;maximizando la eficiencia
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Genérica;4. Planificación Estratégica y Presupuestaria. Proponer y coordinar el Plan de Acción y Presupuesto del Área de Negocios, asegurando su alineación con los objetivos corporativos y su ejecución efectiva.;Plan de Acción y Presupuesto del Área;
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Genérica;3. Definición de Políticas y Directrices. Proponer políticas, lineamientos y prioridades para la gestión integral del negocio, en coordinación con otras áreas del Banco.;Políticas y Pautas Estratégicas;
Sgp Clientes;Gerencia General;SGP;Sgp Clientes;1.0;8;Sí;Estratégico;Liderar la estrategia integral del negocio del banco, garantizando la definición y alineación de las propuestas de valor para los distintos segmentos, productos, canales y servicios. Asegurar la articulación efectiva de las unidades bajo su responsabilidad, promoviendo una gestión orientada al cliente, basada en datos, ágil, eficiente e innovadora, alineada con los objetivos estratégicos institucionales. Conducir integralmente la estrategia, gestión y supervisión de las unidades de negocio del Banco, asegurando alineación con la visión institucional, maximizando el valor al cliente, la rentabilidad sostenible, y la competitividad de la oferta de productos y servicios en los segmentos de Banca Personas, Empresas e Internacional.;Genérica;7. Transformación y mejora continua. Promover la innovación, transformación digital, uso intensivo de datos y mejora continua en los procesos y modelos de negocio. Diseñar políticas, procedimientos y mecanismos de control que garanticen condiciones óptimas para el cumplimiento de la misión del área y la solución ágil de problemas.;Proyectos de transformación, Reportes de impacto, procedimientos, Controles y Soluciones de problemas;
Segmento Personas;Sgp Clientes;SG;Sgp Negocio > Segmento Personas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Diseñar, implementar y coordinar la estrategia para el Segmento Personas, articulando las acciones de las unidades a cargo. Asegurar el cumplimiento de los objetivos comerciales, de rentabilidad y posicionamiento del banco. Monitorear el desempeño de productos, canales y servicios destinados al segmento y proponer mejoras.;Lineamientos estratégicos del Segmento Personas;
Segmento Personas;Sgp Clientes;SG;Sgp Negocio > Segmento Personas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Definir e implementar la propuesta de valor del Segmento Personas.;Propuesta de Valor Segmento Personas;20
Segmento Personas;Sgp Clientes;SG;Sgp Negocio > Segmento Personas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Coordinar el desarrollo y seguimiento del plan de negocios para el segmento.;Plan de Negocios del Segmento Personas;20
Segmento Personas;Sgp Clientes;SG;Sgp Negocio > Segmento Personas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Supervisar la performance del segmento y coordinar acciones de mejora.;Informe de Performance y Ajustes;20
Segmento Personas;Sgp Clientes;SG;Sgp Negocio > Segmento Personas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Proponer mejoras en la oferta de valor y la experiencia de los clientes del segmento.;Propuestas de Mejora para el Segmento;20
Segmento Personas;Sgp Clientes;SG;Sgp Negocio > Segmento Personas;2.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Definir objetivos comerciales del segmento y supervisar su implementación integral.;Estrategia Integral del Segmento Personas;
Segmento Personas;Sgp Clientes;SG;Sgp Negocio > Segmento Personas;2.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Supervisar ejecución de las áreas bajo su órbita y evaluar impacto comercial.;Informes de Seguimiento Estratégico;20
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Definir y liderar la estrategia comercial integral para el Segmento Empresas, articulando áreas de Productos, Canales, Riesgos y Comercial.;Lineamientos Estratégicos del Segmento Empresas;
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Desarrollar y coordinar la implementación de la propuesta de valor para empresas.;Propuesta de Valor Segmento Empresas;20
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Elaborar y ejecutar el plan de negocios para el segmento empresas.;Plan de Negocios del Segmento Empresas;20
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Monitorear y analizar el desempeño comercial del segmento y proponer ajustes.;Informe de Performance y Acciones Correctivas;20
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar propuestas de mejora y productos diferenciados para empresas.;Propuestas de Valor Agregado;20
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Desarrollar propuestas de valor diferenciadas para subsegmentos como PyMEs, grandes empresas, sector público y sectores estratégicos.;Estrategia Diferencial por Subsegmento Empresarial;
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Monitorear resultados comerciales e impulsar acciones de mejora continua.;Reporte Estratégico de Empresas;20
Segmento Empresas;Sgp Clientes;SG;Sgp Negocio > Segmento Empresas;2.0;4;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Supervisar ejecución de planes, performance comercial y consistencia de la propuesta de valor.;Reporte de Ejecución Comercial y Alineación Estratégica;
Productos;Sgp Clientes;GD;Sgp Negocio > Productos;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Coordinar el desarrollo de productos activos, pasivos, inversiones y seguros. Supervisar la evolución del portafolio, identificar oportunidades de mejora y colaborar con las áreas comerciales para su implementación.;Portafolio Integral de Productos Financieros;
Productos;Sgp Clientes;GD;Sgp Negocio > Productos;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Diseñar y gestionar productos activos adecuados a las necesidades del mercado.;Productos de Crédito Activo;20
Productos;Sgp Clientes;GD;Sgp Negocio > Productos;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Desarrollar productos pasivos que fortalezcan la captación de fondos.;Productos de Captación (Pasivos);20
Productos;Sgp Clientes;GD;Sgp Negocio > Productos;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar y optimizar el portafolio de productos de inversión.;Productos de Inversión;20
Productos;Sgp Clientes;GD;Sgp Negocio > Productos;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Diseñar productos de seguros en coordinación con alianzas estratégicas.;Productos de Seguros;20
Productos;Sgp Clientes;GD;Sgp Negocio > Productos;3.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Supervisar y coordinar las subunidades de productos pasivos, activos, seguros e inversiones.;Portafolio de Productos Integrado;
Productos;Sgp Clientes;GD;Sgp Negocio > Productos;3.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Asegurar la coordinación transversal de las soluciones y propuestas de valor del área.;Estrategia Consolidada de Productos;20
Medios De Pago;Sgp Clientes;GD;Sgp Negocio > Medios de Pago;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Definir la estrategia y coordinar la evolución de los medios de pago. Supervisar el desarrollo, mantenimiento y modernización de las soluciones de pago. Colaborar con áreas de tecnología, productos y canales para la integración operativa.;Estrategia Integral de Medios de Pago;
Medios De Pago;Sgp Clientes;GD;Sgp Negocio > Medios de Pago;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar el mantenimiento y evolución funcional de las soluciones de medios de pago.;Plataformas de Pago Operativas y Actualizadas;20
Medios De Pago;Sgp Clientes;GD;Sgp Negocio > Medios de Pago;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Coordinar el desarrollo de nuevas funcionalidades y soluciones innovadoras de pago.;Funcionalidades Nuevas en Medios de Pago;20
Medios De Pago;Sgp Clientes;GD;Sgp Negocio > Medios de Pago;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Gestionar la operación, calidad y performance de la red de adquirencia del banco.;Red de Adquirencia Eficiente;20
Medios De Pago;Sgp Clientes;GD;Sgp Negocio > Medios de Pago;3.0;4;Sí;Táctico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Coordinar servicios de recaudación y alianzas operativas asociadas.;Plataformas de Recaudación Operativas;20
Medios De Pago;Sgp Clientes;GD;Sgp Negocio > Medios de Pago;3.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Coordinar ejes de innovación, operación y gestión comercial de medios de pago.;Plan Estratégico de Medios de Pago;
Medios De Pago;Sgp Clientes;GD;Sgp Negocio > Medios de Pago;3.0;4;Sí;Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Supervisar ejecución de equipos de desarrollo, adquirencia, recaudación y mantenimiento.;Tablero de Gestión Estratégica;20
Canales;Sgp Clientes;SG;Sgp Negocio > Canales;2.0;5;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Genérica;Definir y coordinar la estrategia multicanal del banco. Supervisar el desempeño de los canales físicos y digitales. Impulsar la innovación en la atención al cliente. Promover la integración entre canales y la mejora continua de procesos y servicios relacionados.;Lineamientos Estratégicos Multicanal;
Canales;Sgp Clientes;SG;Sgp Negocio > Canales;2.0;5;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Diseñar e implementar la estrategia de atención multicanal del banco.;Estrategia Multicanal Ejecutada;25
Canales;Sgp Clientes;SG;Sgp Negocio > Canales;2.0;5;Sí;Táctico-Estratégico;Conducir la estrategia integral del relacionamiento con los clientes del banco, asegurando la alineación de los segmentos, productos, canales, servicios y experiencia, para promover una gestión centrada en el cliente, rentable, simple, digital y eficiente.;Específica;Supervisar la performance de los canales físicos y digitales.;Informe de Performance de Canales;25
