Unidad Organizativa;Reporta A;Jerarquía;Línea de Reporte;Nivel Jerárquico Calculado;Unidades que Reportan Directamente;Responsable de Gestión de Otras;Nivel Funcional Esperado;Misión;Tipo de Función;Descripción;Producto Final;Porcentaje Dedicación
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Optimizar creatividades, audiencias y estrategia de pauta según resultados.;Matriz de Optimización de Campañas;25
Digital Marketing & Performance;Marketing;SGD;Sgp Negocio > Marketing > Digital Marketing & Performance;4;0;No;Táctico;Planificar, ejecutar y optimizar campañas digitales de alto impacto, orientadas a la conversión, visibilidad de marca y engagement con los públicos objetivos.;Específica;Medir, analizar y reportar resultados de campañas por canal y audiencia.;Tablero de Performance Digital;25
Adquirienca;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4;0;No;Táctico;Gestionar la red de comercios adheridos, ampliando la cobertura y competitividad del ecosistema de adquirencia del Banco.;Genérica;Coordinar el alta de nuevos comercios, analizar la performance y fidelización.;Red de Comercios Activa y Segmentada;
Adquirienca;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4;0;No;Táctico;Gestionar la red de comercios adheridos, ampliando la cobertura y competitividad del ecosistema de adquirencia del Banco.;Específica;Elaborar propuestas de expansión territorial y digital de la adquirencia.;Propuesta de Cobertura y Crecimiento;100
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Genérica;Diseñar nuevas funcionalidades, coordinar backlog con tecnología, testear soluciones.;Funcionalidades Liberadas por Iteración;
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Liderar iniciativas de desarrollo con foco en QR, contactless y nuevas tendencias.;Iniciativas de Innovación Digital;25
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Genérica;Liderar proyectos de desarrollo de nuevos medios de pago. Relevar necesidades. Diseñar funcionalidades. Acompañar la implementación técnica. Documentar los productos resultantes.;Proyectos de Desarrollo de Medios de Pago;
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Relevar y documentar nuevas funcionalidades requeridas por el negocio.;Documentos de Requerimientos Funcionales;25
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Acompañar el proceso de desarrollo tecnológico de nuevas funcionalidades.;Funcionalidades Implementadas;25
Desarrollo;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Desarrollo;4;0;No;Táctico;Diseñar y evolucionar las soluciones tecnológicas asociadas a medios de pago, asegurando innovación, escalabilidad y cumplimiento normativo.;Específica;Coordinar pruebas funcionales y validaciones de nuevas funcionalidades.;Resultados de QA Funcional;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Genérica;Relevar errores, gestionar soporte, mantener manuales, priorizar incidentes.;Backlog Técnico y Manuales Actualizados;
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Planificar mejoras incrementales y asegurar la estabilidad post-deployment.;Incidentes Reducidos y Roadmap Técnico;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Genérica;Administrar el ciclo de vida técnico de los productos. Detectar incidentes. Coordinar actualizaciones funcionales. Interactuar con tecnología y proveedores para asegurar continuidad operativa.;Funcionalidades Actuales y Releases Correctivos;
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Detectar, analizar y priorizar fallas e incidencias en plataformas de medios de pago.;Registro y Resolución de Incidentes;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Gestionar releases técnicos y funcionales con equipos de desarrollo y proveedores.;Releases Coordinados y Documentados;25
Mantenimiento y Features;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Mantenimiento y Features;4;0;No;Táctico;Garantizar la continuidad operativa y evolución de los sistemas de medios de pago mediante mejoras correctivas, evolutivas y preventivas.;Específica;Relevar mejoras funcionales y gestionar su priorización con stakeholders.;Backlog de Features y Priorización Aprobada;25
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Genérica;Atender consultas e inquietudes de clientes. Derivar casos a áreas correspondientes. Monitorear niveles de atención y calidad. Proponer mejoras al servicio ofrecido.;Informe de Gestión del Centro de Atención al Cliente;
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Específica;Gestionar la atención de clientes a través de canales digitales y telefónicos.;Contactos Atendidos y Derivados;40
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Específica;Monitorear indicadores de servicio, respuesta y satisfacción.;Reporte de Indicadores del CAC;30
CAC;Canales;SGD;Sgp Negocio > Canales > CAC;4;0;No;Táctico;Brindar soporte y atención a los clientes a través de canales no presenciales, resolviendo consultas, canalizando reclamos y contribuyendo a una experiencia eficiente, empática y resolutiva.;Específica;Detectar oportunidades de mejora en la atención y proponer soluciones.;Planes de Mejora del Servicio;30
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Genérica;Diseñar y actualizar seguros. Coordinar con aseguradoras y áreas legales. Promover campañas de venta cruzada. Evaluar rentabilidad y siniestralidad. Asegurar el cumplimiento normativo.;Catálogo de Seguros Activos y Reportes de Gestión;
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Específica;Diseñar productos de seguros asociados a productos financieros y servicios del banco.;Catálogo de Productos de Seguros;30
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Específica;Evaluar resultados de las campañas de seguros, rentabilidad y siniestralidad.;Informe de Gestión de Seguros;35
Seguros;Productos;SGD;Sgp Negocio > Productos > Seguros;4;0;No;Táctico;Diseñar, administrar y promover la oferta de productos de seguros del banco, garantizando su alineación con la regulación vigente, la demanda de los segmentos y la estrategia comercial de la entidad.;Específica;Coordinar acciones comerciales con aseguradoras y áreas internas.;Campañas Coordinadas y Material Promocional;35
Adquirencia;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4;0;No;Táctico;Gestionar la red de comercios adheridos a los medios de pago del banco, promoviendo su crecimiento, optimización y calidad del servicio, asegurando la rentabilidad del negocio de adquirencia.;Genérica;Administrar convenios con comercios. Analizar rentabilidad. Supervisar condiciones comerciales. Impulsar la expansión territorial y por rubros. Coordinar acciones con marketing y canales.;Red de Comercios Activa y Rentable;
Adquirencia;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4;0;No;Táctico;Gestionar la red de comercios adheridos a los medios de pago del banco, promoviendo su crecimiento, optimización y calidad del servicio, asegurando la rentabilidad del negocio de adquirencia.;Específica;Realizar análisis de rentabilidad y dispersión por segmentos de comercios.;Reporte de Rentabilidad y Penetración;35
Adquirencia;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4;0;No;Táctico;Gestionar la red de comercios adheridos a los medios de pago del banco, promoviendo su crecimiento, optimización y calidad del servicio, asegurando la rentabilidad del negocio de adquirencia.;Específica;Gestionar convenios comerciales con entidades y grandes cadenas.;Convenios Adheridos y Vigentes;35
Adquirencia;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Adquirencia;4;0;No;Táctico;Gestionar la red de comercios adheridos a los medios de pago del banco, promoviendo su crecimiento, optimización y calidad del servicio, asegurando la rentabilidad del negocio de adquirencia.;Específica;Definir acciones promocionales y territoriales para captación de comercios.;Campañas Comerciales por Región;30
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Genérica;Coordinar convenios de recaudación con entidades públicas y privadas. Monitorear volumen y performance. Proponer mejoras tecnológicas y operativas. Asegurar cumplimiento de requisitos regulatorios.;Convenios de Recaudación Activos y Reportes de Gestión;
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Específica;Gestionar convenios de recaudación con instituciones públicas y privadas.;Matriz de Convenios Activos;35
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Específica;Monitorear volúmenes de recaudación, cumplimiento operativo y desvíos.;Tablero de Control de Recaudaciones;35
Recaudaciones;Medios De Pago;SGD;Sgp Negocio > Medios de Pago > Recaudaciones;4;0;No;Táctico;Administrar los servicios de recaudación ofrecidos por el banco, asegurando su eficiencia operativa, capilaridad, adecuación normativa y alineación con las necesidades de clientes institucionales y corporativos.;Específica;Coordinar acciones de integración tecnológica con entes recaudadores.;Interfaces Operativas Implementadas;30
Customer Insights & Analytics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4;0;No;Táctico;Analizar el comportamiento de los clientes, segmentaciones, campañas y performance comercial, proveyendo información accionable para la toma de decisiones estratégicas y tácticas del banco.;Genérica;Desarrollar modelos de segmentación. Analizar campañas y comportamiento de uso de productos. Construir dashboards y reportes. Coordinar con otras áreas la definición de audiencias y KPIs.;Dashboards e Informes de Análisis de Clientes;
Customer Insights & Analytics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4;0;No;Táctico;Analizar el comportamiento de los clientes, segmentaciones, campañas y performance comercial, proveyendo información accionable para la toma de decisiones estratégicas y tácticas del banco.;Específica;Analizar comportamiento de clientes por segmento y producto.;Reportes de Segmentación;30
Customer Insights & Analytics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4;0;No;Táctico;Analizar el comportamiento de los clientes, segmentaciones, campañas y performance comercial, proveyendo información accionable para la toma de decisiones estratégicas y tácticas del banco.;Específica;Monitorear KPIs de campañas, canales y productos.;Dashboard de KPIs Comerciales;35
Customer Insights & Analytics;Marketing;SGD;Sgp Negocio > Marketing > Customer Insights & Analytics;4;0;No;Táctico;Analizar el comportamiento de los clientes, segmentaciones, campañas y performance comercial, proveyendo información accionable para la toma de decisiones estratégicas y tácticas del banco.;Específica;Diseñar modelos de segmentación de clientes e identificación de audiencias objetivo.;Modelos de Segmentación y Perfiles;35
Gerencia General;;GG;;;Sgp Negocios, SGP Sistemas, Tecnologías y Servicios de IT, SG Riesgo Crediticio;;;;;;;
SGP Sistemas, Tecnologías y Servicios de IT;Gerencia General;SGP;;;;;;;Genérica;;;
SG Riesgo Crediticio;Gerencia General;SG;;;Gestion de Cobranzas, Gestion de Cobranzas, Gestion de Cobranzas, Riesgo Crediticio Personas, Riesgo Crediticio Personas, Riesgo Crediticio Personas;;;;Genérica;;;
Estrategia Comercial y Propuesta de Valor;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Estrategia Comercial y Propuesta de Valor;3;0;No;Estratégico;Diseñar e impulsar la estrategia comercial de los distintos segmentos de clientes empresariales, alineando las propuestas de valor con las necesidades del mercado y los objetivos estratégicos del Banco.;Genérica;Definir lineamientos y modelos de valor por subsegmento (MiPyME, sector público, agro, etc.);Propuesta de Valor por Subsegmento;NA
Estrategia Comercial y Propuesta de Valor;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Estrategia Comercial y Propuesta de Valor;3;0;No;Estratégico;Diseñar e impulsar la estrategia comercial de los distintos segmentos de clientes empresariales, alineando las propuestas de valor con las necesidades del mercado y los objetivos estratégicos del Banco.;Específica;Diseñar roadmap de soluciones por industria y necesidades de clientes empresas;Hoja de Ruta Comercial;100
Estrategia Comercial y Propuesta de Valor;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Estrategia Comercial y Propuesta de Valor;3;0;No;Estratégico;Diseñar e impulsar la estrategia comercial de los distintos segmentos de clientes empresariales, alineando las propuestas de valor con las necesidades del mercado y los objetivos estratégicos del Banco.;Genérica;Establecer lineamientos para alianzas comerciales con actores clave del ecosistema empresarial;Modelo de Colaboración Institucional;NA
Estrategia Comercial y Propuesta de Valor;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Estrategia Comercial y Propuesta de Valor;3;0;No;Estratégico;Diseñar e impulsar la estrategia comercial de los distintos segmentos de clientes empresariales, alineando las propuestas de valor con las necesidades del mercado y los objetivos estratégicos del Banco.;Específica;Relevar oportunidades de nuevos productos o bundles para segmentos empresariales;Informe de Innovación Comercial;100
Head de Segmentos;Segmento Personas;GD;Gerencia General > Sgp Negocios > Segmento Personas > Head de Segmentos;3;2;Sí;Estratégico;Definir y liderar la estrategia integral de los segmentos de clientes Personas, promoviendo la creación de propuestas de valor alineadas a sus necesidades y a los objetivos del Banco.;Genérica;Coordinar la estrategia integral de los segmentos (jubilados, jóvenes, empleados, etc.);Estrategia de Segmentos;NA
Head de Segmentos;Segmento Personas;GD;Gerencia General > Sgp Negocios > Segmento Personas > Head de Segmentos;3;2;Sí;Estratégico;Definir y liderar la estrategia integral de los segmentos de clientes Personas, promoviendo la creación de propuestas de valor alineadas a sus necesidades y a los objetivos del Banco.;Específica;Monitorear comportamiento y evolución del portafolio de segmentos Personas;Informe de Desempeño de Segmentos;100
Head de Segmentos;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Head de Segmentos;3;2;Sí;Estratégico;Liderar y coordinar el desarrollo de los segmentos del universo empresarial, impulsando su crecimiento con foco en valor agregado y relación integral.;Genérica;Definir estrategia para MiPyMEs, grandes empresas, sector financiero, agro, etc.;Estrategia por Segmento de Empresas;NA
Head de Segmentos;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Head de Segmentos;3;2;Sí;Estratégico;Liderar y coordinar el desarrollo de los segmentos del universo empresarial, impulsando su crecimiento con foco en valor agregado y relación integral.;Específica;Supervisar evolución de cartera y relación comercial por vertical;Informe Estratégico de Segmentos Empresas;100
Head de Segmentos;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Head de Segmentos;3;2;Sí;Estratégico;Liderar y coordinar el desarrollo de los segmentos del universo empresarial, impulsando su crecimiento con foco en valor agregado y relación integral.;Genérica;Supervisar cumplimiento de metas comerciales definidas por segmento;Reporte de Gestión Comercial por Segmento;NA
Head de Segmentos;Segmento Empresas;GD;Gerencia General > Sgp Negocios > Segmento Empresas > Head de Segmentos;3;2;Sí;Estratégico;Liderar y coordinar el desarrollo de los segmentos del universo empresarial, impulsando su crecimiento con foco en valor agregado y relación integral.;Específica;Coordinar planes de acción específicos ante desvíos de performance;Plan Correctivo Comercial;100
